"gr;""id"";""lang"";""ts"";""round"";""trx"";""sec"";""pos"";""activity"";""price"";""crypto"";""fiat"";""crypto_prev"";""fiat_prev"";""sell"";""buy"";""buy_prev"";""t_gain"";""t_tax"";""t_gain_net"";""r_gain"";""r_gain_prev"";""r_tax"";""r_tax_prev"";""r_gain_net"";""tax_disclos"";""tax_discre"";""audit"";""penalty"";""r_gain_final"";""num"""
"1;""Js"";1;""2025-02-12 11:41:47"";13;4;21;""s"";""buying"";3606980;0.83;0;0.0;2985309;0;3606980;3606980;0;0;0;2918908;2918908;583781;583781;2335127;0;583781;0;0;2918908;16419"
"1;""Js"";1;""2025-02-12 11:41:53"";13;5;18;""b"";""selling"";3300576;0.0;2739478;0.83;0;3300576;3606980;3606980;-306404;0;-306404;2612504;2918908;522500;583781;2090004;522500;0;0;0;2090004;16420"
"1;""Js"";1;""2025-02-12 11:43:04"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16421"
"1;""Js"";1;""2025-02-12 11:43:10"";14;1;36;""b"";""selling"";4892730;0.0;4892730;1.0;0;4892730;0;0;4892730;978546;3914184;4892730;0;978546;0;3914184;0;978546;0;0;4892730;16422"
"1;""Js"";1;""2025-02-12 11:43:16"";14;2;29;""s"";""buying"";5733209;0.85;0;0.0;4892730;0;5733209;5733209;0;0;0;4892730;4892730;978546;978546;3914184;0;978546;0;0;4892730;16423"
"1;""Js"";1;""2025-02-12 11:43:18"";14;3;28;""b"";""selling"";6124309;0.0;5205663;0.85;0;6124309;5733209;5733209;391100;78220;312880;5283830;4892730;1056766;978546;4227064;1056766;0;1;0;4227064;16424"
"1;""Js"";1;""2025-02-12 11:45:06"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16425"
"1;""Js"";1;""2025-02-12 11:45:13"";15;1;34;""b"";""selling"";5120669;0.0;5120669;1.0;0;5120669;0;0;5120669;1024133;4096536;5120669;0;1024133;0;4096536;0;1024133;0;0;5120669;16426"
"1;""Js"";1;""2025-02-12 11:45:19"";15;2;29;""s"";""buying"";5733209;0.89;0;0.0;5120669;0;5733209;5733209;0;0;0;5120669;5120669;1024133;1024133;4096536;0;1024133;0;0;5120669;16427"
"1;""Js"";1;""2025-02-12 11:45:20"";15;3;28;""b"";""selling"";6124309;0.0;5450635;0.89;0;6124309;5733209;5733209;391100;78220;312880;5511769;5120669;1102353;1024133;4409416;1102353;0;0;0;4409416;16428"
"2;""8P"";1;""2025-02-12 12:02:51"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16429"
"1;""et"";1;""2025-02-12 12:06:28"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16430"
"1;""et"";1;""2025-02-12 12:07:10"";0;1;40;""b"";""selling"";1091605;0.0;1091605;1.0;0;1091605;0;0;1091605;218321;873284;1091605;0;218321;0;873284;0;218321;0;0;1091605;16431"
"1;""et"";1;""2025-02-12 12:07:11"";0;2;38;""s"";""buying"";1013805;1.08;0;0.0;1091605;0;1013805;1013805;0;0;0;1091605;1091605;218321;218321;873284;0;218321;0;0;1091605;16432"
"1;""et"";1;""2025-02-12 12:07:15"";0;3;35;""b"";""selling"";1015996;0.0;1097276;1.08;0;1015996;1013805;1013805;2191;438;1753;1093796;1091605;218759;218321;875037;0;218759;0;0;1093796;16433"
"1;""et"";1;""2025-02-12 12:07:23"";0;4;29;""s"";""buying"";951020;1.15;0;0.0;1097276;0;951020;951020;0;0;0;1093796;1093796;218759;218759;875037;0;218759;0;0;1093796;16434"
"1;""et"";1;""2025-02-12 12:07:29"";0;5;25;""b"";""selling"";1034676;0.0;1189877;1.15;0;1034676;951020;951020;83656;16731;66925;1177452;1093796;235490;218759;941962;235490;0;0;0;941962;16435"
"1;""et"";1;""2025-02-12 12:09:22"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16436"
"1;""et"";1;""2025-02-12 12:09:23"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16437"
"1;""et"";1;""2025-02-12 12:09:23"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16438"
"1;""et"";1;""2025-02-12 12:09:24"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16439"
"1;""et"";1;""2025-02-12 12:09:24"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16440"
"1;""et"";1;""2025-02-12 12:09:25"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16441"
"1;""et"";1;""2025-02-12 12:09:26"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16442"
"1;""et"";1;""2025-02-12 12:09:26"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16443"
"1;""et"";1;""2025-02-12 12:09:27"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16444"
"1;""et"";1;""2025-02-12 12:09:27"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16445"
"1;""et"";1;""2025-02-12 12:09:28"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16446"
"1;""et"";1;""2025-02-12 12:09:28"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16447"
"1;""et"";1;""2025-02-12 12:09:29"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16448"
"1;""et"";1;""2025-02-12 12:09:29"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16449"
"1;""et"";1;""2025-02-12 12:09:30"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16450"
"1;""et"";1;""2025-02-12 12:09:30"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16451"
"1;""et"";1;""2025-02-12 12:09:31"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16452"
"1;""et"";1;""2025-02-12 12:09:41"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;16453"
"1;""et"";1;""2025-02-12 12:10:00"";13;2;18;""s"";""buying"";3082570;1.32;0;0.0;4079761;0;3082570;3082570;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;16454"
"1;""et"";1;""2025-02-12 12:10:49"";13;3;1;""b"";""selling"";3926601;0.0;5183113;1.32;0;3926601;3082570;3082570;844031;168806;675225;4923792;4079761;984758;815952;3939034;984578;180;0;0;3939214;16455"
"1;""et"";1;""2025-02-12 12:11:21"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16456"
"1;""et"";1;""2025-02-12 12:11:37"";14;1;28;""b"";""selling"";6124309;0.0;6124309;1.0;0;6124309;0;0;6124309;1224861;4899448;6124309;0;1224861;0;4899448;0;1224861;0;0;6124309;16457"
"1;""et"";1;""2025-02-12 12:11:59"";14;2;15;""s"";""buying"";5170416;1.18;0;0.0;6124309;0;5170416;5170416;0;0;0;6124309;6124309;1224861;1224861;4899448;0;1224861;0;0;6124309;16458"
"1;""et"";1;""2025-02-12 12:12:24"";14;3;7;""b"";""selling"";5938431;0.0;7007349;1.18;0;5938431;5170416;5170416;768015;153603;614412;6892324;6124309;1378464;1224861;5513860;1378464;0;0;0;5513860;16459"
"1;""et"";1;""2025-02-12 12:13:11"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16460"
"1;""et"";1;""2025-02-12 12:13:12"";15;1;40;""b"";""selling"";5775018;0.0;5775018;1.0;0;5775018;0;0;5775018;1155003;4620015;5775018;0;1155003;0;4620015;0;1155003;0;0;5775018;16461"
"1;""et"";1;""2025-02-12 12:13:13"";15;2;39;""s"";""buying"";4837899;1.19;0;0.0;5775018;0;4837899;4837899;0;0;0;5775018;5775018;1155003;1155003;4620015;0;1155003;0;0;5775018;16462"
"1;""et"";1;""2025-02-12 12:13:26"";15;3;27;""b"";""selling"";5930232;0.0;7056976;1.19;0;5930232;4837899;4837899;1092333;218466;873867;6867351;5775018;1373470;1155003;5493881;0;1373470;0;0;6867351;16463"
"1;""et"";1;""2025-02-12 12:13:27"";15;3;27;""b"";""selling"";5930232;0.0;7056976;1.19;0;5930232;4837899;4837899;1092333;218466;873867;6867351;5775018;1373470;1155003;5493881;0;1373470;0;0;6867351;16464"
"1;""et"";1;""2025-02-12 12:13:49"";15;4;16;""s"";""buying"";5170416;1.36;0;0.0;7056976;0;5170416;5170416;0;0;0;6867351;6867351;1373470;1373470;5493881;1373470;0;1;0;5493881;16465"
"2;""ZQ"";1;""2025-02-12 12:27:54"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16466"
"2;""ZQ"";1;""2025-02-12 12:28:40"";0;1;35;""b"";""selling"";1015996;0.0;1015996;1.0;0;1015996;0;0;1015996;203199;812797;1015996;0;203199;0;812797;0;203199;0;0;1015996;16467"
"2;""ZQ"";1;""2025-02-12 12:28:46"";0;2;30;""s"";""buying"";959817;1.06;0;0.0;1015996;0;959817;959817;0;0;0;1015996;1015996;203199;203199;812797;0;203199;0;0;1015996;16468"
"2;""ZQ"";1;""2025-02-12 12:28:54"";0;3;26;""b"";""selling"";1062354;0.0;1126095;1.06;0;1062354;959817;959817;102537;20507;82030;1118533;1015996;223706;203199;894827;0;223706;0;0;1118533;16469"
"2;""ZQ"";1;""2025-02-12 12:29:10"";0;4;19;""s"";""buying"";1011598;1.11;0;0.0;1126095;0;1011598;1011598;0;0;0;1118533;1118533;223706;223706;894827;0;223706;0;0;1118533;16470"
"2;""ZQ"";1;""2025-02-12 12:29:15"";0;5;17;""b"";""selling"";1041013;0.0;1155524;1.11;0;1041013;1011598;1011598;29415;5883;23532;1147948;1118533;229589;223706;918359;229589;0;0;0;918359;16471"
"2;""ZQ"";1;""2025-02-12 12:30:12"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16472"
"2;""ZQ"";1;""2025-02-12 12:30:12"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16473"
"2;""ZQ"";1;""2025-02-12 12:30:13"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16474"
"2;""ZQ"";1;""2025-02-12 12:30:13"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16475"
"2;""ZQ"";1;""2025-02-12 12:30:14"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16476"
"2;""ZQ"";1;""2025-02-12 12:30:15"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16477"
"2;""ZQ"";1;""2025-02-12 12:30:15"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16478"
"2;""ZQ"";1;""2025-02-12 12:30:16"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16479"
"2;""ZQ"";1;""2025-02-12 12:30:16"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16480"
"2;""ZQ"";1;""2025-02-12 12:30:17"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16481"
"2;""ZQ"";1;""2025-02-12 12:30:17"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16482"
"2;""ZQ"";1;""2025-02-12 12:30:18"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16483"
"2;""ZQ"";1;""2025-02-12 12:30:18"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16484"
"2;""ZQ"";1;""2025-02-12 12:30:19"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16485"
"2;""ZQ"";1;""2025-02-12 12:30:19"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16486"
"2;""ZQ"";1;""2025-02-12 12:30:20"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16487"
"2;""ZQ"";1;""2025-02-12 12:30:20"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16488"
"2;""ZQ"";1;""2025-02-12 12:30:21"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16489"
"2;""ZQ"";1;""2025-02-12 12:30:21"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16490"
"2;""ZQ"";1;""2025-02-12 12:30:24"";15;1;38;""b"";""selling"";5053824;0.0;5053824;1.0;0;5053824;0;0;5053824;1010764;4043060;5053824;0;1010764;0;4043060;0;1010764;0;0;5053824;16491"
"2;""ZQ"";1;""2025-02-12 12:30:26"";15;2;37;""s"";""buying"";4856117;1.04;0;0.0;5053824;0;4856117;4856117;0;0;0;5053824;5053824;1010764;1010764;4043060;0;1010764;0;0;5053824;16492"
"2;""ZQ"";1;""2025-02-12 12:30:36"";15;3;27;""b"";""selling"";5930232;0.0;6167441;1.04;0;5930232;4856117;4856117;1074115;214823;859292;6127939;5053824;1225587;1010764;4902352;0;1225587;0;0;6127939;16493"
"2;""ZQ"";1;""2025-02-12 12:30:57"";15;4;16;""s"";""buying"";5170416;1.19;0;0.0;6167441;0;5170416;5170416;0;0;0;6127939;6127939;1225587;1225587;4902352;0;1225587;0;0;6127939;16494"
"2;""ZQ"";1;""2025-02-12 12:31:08"";15;5;12;""b"";""selling"";5775020;0.0;6872274;1.19;0;5775020;5170416;5170416;604604;120920;483684;6732543;6127939;1346508;1225587;5386035;1346508;0;0;0;5386035;16495"
"1;""Vm"";1;""2025-02-12 12:39:21"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16496"
"1;""Vm"";1;""2025-02-12 12:40:36"";0;1;28;""b"";""selling"";959817;0.0;959817;1.0;0;959817;0;0;959817;191963;767854;959817;0;191963;0;767854;0;191963;0;0;959817;16497"
"1;""Vm"";1;""2025-02-12 12:40:37"";0;1;27;""b"";""selling"";963066;0.0;963066;1.0;0;963066;0;0;963066;192613;770453;963066;0;192613;0;770453;0;192613;0;0;963066;16498"
"1;""Vm"";1;""2025-02-12 12:40:37"";0;1;27;""b"";""selling"";963066;0.0;963066;1.0;0;963066;0;0;963066;192613;770453;963066;0;192613;0;770453;0;192613;0;0;963066;16499"
"1;""Vm"";1;""2025-02-12 12:40:37"";0;1;27;""b"";""selling"";963066;0.0;963066;1.0;0;963066;0;0;963066;192613;770453;963066;0;192613;0;770453;0;192613;0;0;963066;16500"
"1;""Vm"";1;""2025-02-12 12:40:38"";0;2;26;""s"";""buying"";1034676;0.93;0;0.0;959817;0;1034676;1034676;0;0;0;959817;959817;191963;191963;767854;0;191963;0;0;959817;16501"
"1;""Vm"";1;""2025-02-12 12:40:38"";0;2;26;""s"";""buying"";1034676;0.93;0;0.0;963066;0;1034676;1034676;0;0;0;963066;963066;192613;192613;770453;0;192613;0;0;963066;16502"
"1;""Vm"";1;""2025-02-12 12:40:38"";0;2;26;""s"";""buying"";1034676;0.93;0;0.0;963066;0;1034676;1034676;0;0;0;963066;963066;192613;192613;770453;0;192613;0;0;963066;16503"
"1;""Vm"";1;""2025-02-12 12:40:40"";0;3;24;""b"";""selling"";1059449;0.0;985288;0.93;0;1059449;1034676;1034676;24773;4954;19819;987839;963066;197567;192613;790272;197567;0;1;0;790272;16504"
"1;""Vm"";1;""2025-02-12 12:41:57"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16505"
"1;""Vm"";1;""2025-02-12 12:41:58"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16506"
"1;""Vm"";1;""2025-02-12 12:41:59"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16507"
"1;""Vm"";1;""2025-02-12 12:41:59"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16508"
"1;""Vm"";1;""2025-02-12 12:42:00"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16509"
"1;""Vm"";1;""2025-02-12 12:42:00"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16510"
"1;""Vm"";1;""2025-02-12 12:42:01"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16511"
"1;""Vm"";1;""2025-02-12 12:42:02"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16512"
"1;""Vm"";1;""2025-02-12 12:42:02"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16513"
"1;""Vm"";1;""2025-02-12 12:42:03"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16514"
"1;""Vm"";1;""2025-02-12 12:42:03"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16515"
"1;""Vm"";1;""2025-02-12 12:42:04"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16516"
"1;""Vm"";1;""2025-02-12 12:42:04"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16517"
"1;""Vm"";1;""2025-02-12 12:42:05"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16518"
"1;""Vm"";1;""2025-02-12 12:42:26"";11;1;23;""b"";""selling"";1109435;0.0;1109435;1.0;0;1109435;0;0;1109435;221887;887548;1109435;0;221887;0;887548;0;221887;0;0;1109435;16519"
"1;""Vm"";1;""2025-02-12 12:42:34"";11;2;19;""s"";""buying"";1024619;1.08;0;0.0;1109435;0;1024619;1024619;0;0;0;1109435;1109435;221887;221887;887548;0;221887;0;0;1109435;16520"
"1;""Vm"";1;""2025-02-12 12:42:37"";11;3;18;""b"";""selling"";1076007;0.0;1162088;1.08;0;1076007;1024619;1024619;51388;10277;41111;1160823;1109435;232164;221887;928659;232164;0;1;0;928659;16521"
"1;""Vm"";1;""2025-02-12 12:43:46"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16522"
"1;""Vm"";1;""2025-02-12 12:53:30"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16523"
"1;""Vm"";1;""2025-02-12 12:53:40"";13;1;32;""b"";""selling"";4079761;0.0;4079761;1.0;0;4079761;0;0;4079761;815952;3263809;4079761;0;815952;0;3263809;0;815952;0;0;4079761;16524"
"1;""Vm"";1;""2025-02-12 12:53:57"";13;2;16;""s"";""buying"";3228938;1.26;0;0.0;4079761;0;3228938;3228938;0;0;0;4079761;4079761;815952;815952;3263809;0;815952;0;0;4079761;16525"
"1;""Vm"";1;""2025-02-12 12:54:21"";13;3;3;""b"";""selling"";3926601;0.0;4947517;1.26;0;3926601;3228938;3228938;697663;139532;558131;4777424;4079761;955484;815952;3821940;955484;0;0;0;3821940;16526"
"1;""Vm"";1;""2025-02-12 12:54:45"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16527"
"1;""Vm"";1;""2025-02-12 12:54:58"";14;1;28;""b"";""selling"";6124309;0.0;6124309;1.0;0;6124309;0;0;6124309;1224861;4899448;6124309;0;1224861;0;4899448;0;1224861;0;0;6124309;16528"
"1;""Vm"";1;""2025-02-12 12:55:12"";14;2;16;""s"";""buying"";5170416;1.18;0;0.0;6124309;0;5170416;5170416;0;0;0;6124309;6124309;1224861;1224861;4899448;0;1224861;0;0;6124309;16529"
"1;""Vm"";1;""2025-02-12 12:55:25"";14;3;10;""b"";""selling"";5891883;0.0;6952422;1.18;0;5891883;5170416;5170416;721467;144293;577174;6845776;6124309;1369155;1224861;5476621;1369155;0;0;0;5476621;16530"
"1;""Vm"";1;""2025-02-12 12:56:13"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16531"
"1;""Vm"";1;""2025-02-12 12:56:15"";15;1;40;""b"";""selling"";5775018;0.0;5775018;1.0;0;5775018;0;0;5775018;1155003;4620015;5775018;0;1155003;0;4620015;0;1155003;0;0;5775018;16532"
"1;""Vm"";1;""2025-02-12 12:56:15"";15;2;39;""s"";""buying"";4837899;1.19;0;0.0;5775018;0;4837899;4837899;0;0;0;5775018;5775018;1155003;1155003;4620015;0;1155003;0;0;5775018;16533"
"1;""Vm"";1;""2025-02-12 12:56:32"";15;3;24;""b"";""selling"";5887089;0.0;7005636;1.19;0;5887089;4837899;4837899;1049190;209838;839352;6824208;5775018;1364841;1155003;5459367;1364841;0;0;0;5459367;16534"
"2;""6G"";1;""2025-02-12 13:09:33"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16535"
"2;""6G"";1;""2025-02-12 13:10:12"";0;1;39;""b"";""selling"";1076323;0.0;1076323;1.0;0;1076323;0;0;1076323;215264;861059;1076323;0;215264;0;861059;0;215264;0;0;1076323;16536"
"2;""6G"";1;""2025-02-12 13:10:25"";0;2;26;""s"";""buying"";975797;1.1;0;0.0;1076323;0;975797;975797;0;0;0;1076323;1076323;215264;215264;861059;0;215264;0;0;1076323;16537"
"2;""6G"";1;""2025-02-12 13:10:27"";0;3;24;""b"";""selling"";1062354;0.0;1168589;1.1;0;1062354;975797;975797;86557;17311;69246;1162880;1076323;232576;215264;930304;232576;0;0;0;930304;16538"
"2;""6G"";1;""2025-02-12 13:11:40"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16539"
"2;""6G"";1;""2025-02-12 13:11:41"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16540"
"2;""6G"";1;""2025-02-12 13:11:41"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16541"
"2;""6G"";1;""2025-02-12 13:11:42"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16542"
"2;""6G"";1;""2025-02-12 13:11:42"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16543"
"2;""6G"";1;""2025-02-12 13:11:43"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16544"
"2;""6G"";1;""2025-02-12 13:11:43"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16545"
"2;""6G"";1;""2025-02-12 13:11:44"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16546"
"2;""6G"";1;""2025-02-12 13:11:44"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16547"
"2;""6G"";1;""2025-02-12 13:11:45"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16548"
"2;""6G"";1;""2025-02-12 13:11:45"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16549"
"2;""6G"";1;""2025-02-12 13:11:46"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16550"
"2;""6G"";1;""2025-02-12 13:11:46"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16551"
"2;""6G"";1;""2025-02-12 13:11:47"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16552"
"2;""6G"";1;""2025-02-12 13:11:47"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16553"
"2;""6G"";1;""2025-02-12 13:11:48"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16554"
"2;""6G"";1;""2025-02-12 13:11:48"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16555"
"2;""6G"";1;""2025-02-12 13:11:49"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16556"
"2;""6G"";1;""2025-02-12 13:11:49"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16557"
